path,direct,layer1,00000,00001,00010,00011,00100,00101,00110,00111,01000,01001,01010,01011,01100,01101,01110,01111,10000,10001,10010,10011,10100,10101,10110,10111,11000,11001,11010,11011,11100,11101,11110,11111
direct,1,0.193784906051,-0.066602470578,-0.0402216602473,0.0742318300502,0.0475279823598,-0.0402216602473,-0.0982629666652,0.119434953448,0.119818301436,0.0742318300502,0.119434953448,-0.169135917495,-0.106876767219,0.0475279823598,0.119818301436,-0.106876767219,-0.166797936836,-0.0231170382926,-0.0283950759626,0.0256855074933,0.0314073942588,-0.0283950759626,-0.0846376632032,0.0687050043169,0.115241666117,0.0256855074933,0.0687050043169,-0.0668775174309,-0.0573211005223,0.0314073942588,0.115241666117,-0.0573211005223,-0.108222749845
layer1,0.193784906051,1,-0.0170761654132,0.00067656357286,0.0161263124226,-0.0177880232428,0.00067656357286,-0.0343659307932,0.0338133608264,0.0595218698683,0.0161263124226,0.0338133608264,-0.0657812502585,-0.0314658166951,-0.0177880232428,0.0595218698683,-0.0314658166951,-0.092662083502,-0.051372008081,-0.0279558762051,0.0572589008625,0.0548728079462,-0.0279558762051,-0.100201328143,0.0846931339219,0.127689145454,0.0572589008625,0.0846931339219,-0.133008553554,-0.092164174249,0.0548728079462,0.127689145454,-0.092164174249,-0.193711800416
00000,-0.066602470578,-0.0170761654132,1,-0.411106694101,-0.666605544098,0.156827339668,-0.411106694101,0.353176091837,0.149713175336,-0.19981766389,-0.666605544098,0.149713175336,0.418561673182,-0.0580453066913,0.156827339668,-0.19981766389,-0.0580453066913,0.140129999697,0.292793026114,-0.148779140013,-0.221309482326,0.0980677143443,-0.148779140013,0.101367021967,0.0909461878562,-0.0694172909538,-0.221309482326,0.0909461878562,0.126031666153,-0.0435811030221,0.0980677143443,-0.0694172909538,-0.0435811030221,0.0391230070107
00001,-0.0402216602473,0.00067656357286,-0.411106694101,1,0.196805379675,-0.595914517569,1,-0.306336038396,-0.585599191199,0.121718079492,0.196805379675,-0.585599191199,-0.0619796050348,0.365442084615,-0.595914517569,0.121718079492,0.365442084615,-0.0632890035816,-0.154071772287,0.292275948951,0.121035786624,-0.21299627345,0.292275948951,-0.123066790353,-0.184401527925,0.086995743586,0.121035786624,-0.184401527925,-0.0638411604139,0.10003718295,-0.21299627345,0.086995743586,0.10003718295,-0.0474337178035
00010,0.0742318300502,0.0161263124226,-0.666605544098,0.196805379675,1,-0.149241367456,0.196805379675,-0.269061659503,-0.111516940095,0.302278480237,1,-0.111516940095,-0.684377498884,-0.0357937537592,-0.149241367456,0.302278480237,-0.0357937537592,-0.200586245952,-0.287809238365,0.151888726748,0.31139182289,-0.127410188481,0.151888726748,-0.104350250523,-0.1205609948,0.0915876398576,0.31139182289,-0.1205609948,-0.208356789291,0.0617651664421,-0.127410188481,0.0915876398576,0.0617651664421,-0.0538674434919
00011,0.0475279823598,-0.0177880232428,0.156827339668,-0.595914517569,-0.149241367456,1,-0.595914517569,0.125355427589,0.701984650749,-0.144994001203,-0.149241367456,0.701984650749,-0.0346339136866,-0.584241934293,1,-0.144994001203,-0.584241934293,0.0285330430653,0.142100955533,-0.295912888166,-0.140402757973,0.330468142671,-0.295912888166,0.127143075861,0.244346465924,-0.126800606612,-0.140402757973,0.244346465924,0.0778150007627,-0.169531905428,0.330468142671,-0.126800606612,-0.169531905428,0.0858971520508
00100,-0.0402216602473,0.00067656357286,-0.411106694101,1,0.196805379675,-0.595914517569,1,-0.306336038396,-0.585599191199,0.121718079492,0.196805379675,-0.585599191199,-0.0619796050348,0.365442084615,-0.595914517569,0.121718079492,0.365442084615,-0.0632890035816,-0.154071772287,0.292275948951,0.121035786624,-0.21299627345,0.292275948951,-0.123066790353,-0.184401527925,0.086995743586,0.121035786624,-0.184401527925,-0.0638411604139,0.10003718295,-0.21299627345,0.086995743586,0.10003718295,-0.0474337178035
00101,-0.0982629666652,-0.0343659307932,0.353176091837,-0.306336038396,-0.269061659503,0.125355427589,-0.306336038396,1,0.0256331801812,-0.658436586332,-0.269061659503,0.0256331801812,0.248681436234,0.0340808269274,0.125355427589,-0.658436586332,0.0340808269274,0.448615873734,0.104883728892,-0.125557768831,-0.0834757585063,0.0935115777823,-0.125557768831,0.308995866078,0.053296960452,-0.241967610543,-0.0834757585063,0.053296960452,0.0709262879876,-0.0137119732763,0.0935115777823,-0.241967610543,-0.0137119732763,0.142229692165
00110,0.119434953448,0.0338133608264,0.149713175336,-0.585599191199,-0.111516940095,0.701984650749,-0.585599191199,0.0256331801812,1,0.0510903837213,-0.111516940095,1,-0.128974824357,-0.687600178507,0.701984650749,0.0510903837213,-0.687600178507,-0.125178801199,0.120739912807,-0.233856611934,-0.121982800457,0.222422911521,-0.233856611934,0.0672018502283,0.300518624366,-0.0347589058158,-0.121982800457,0.300518624366,0.0444207654108,-0.210633097536,0.222422911521,-0.0347589058158,-0.210633097536,0.00445372905809
